customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bin,Customer_Status_Predicted
0323-VHVEG,Female,0,No,No,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.02,7858.87,1,25-36,1
0324-VHVEG,Female,0,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Electronic check,47.99,2051,0,49-60,0
0325-VHVEG,Male,1,No,No,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),115.49,8785.2,0,61-72,1
0326-VHVEG,Female,0,No,Yes,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,93.79,3098.37,1,0-12,1
0327-VHVEG,Male,0,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),75.44,1720.85,1,37-48,0
0328-VHVEG,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,81.17,7128.32,0,25-36,1
0329-VHVEG,Female,1,No,Yes,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,No,Bank transfer (automatic),61.96,5962.5,0,25-36,1
0330-VHVEG,Female,1,Yes,Yes,No,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),44.77,4533.94,0,13-24,0
0331-VHVEG,Female,1,Yes,Yes,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),55.6,5042.74,0,13-24,0
0332-VHVEG,Male,0,Yes,No,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),95.78,6500.9,1,49-60,1
0333-VHVEG,Female,0,No,Yes,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,21.44,2133.25,1,13-24,0
0334-VHVEG,Male,0,No,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.61,8967.37,1,37-48,0
0335-VHVEG,Female,1,No,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),24.6,8775.66,1,25-36,0
0336-VHVEG,Female,0,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),24.07,5887.9,0,25-36,0
0337-VHVEG,Male,0,Yes,No,No,No phone service,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,105.55,1875.93,0,61-72,0
0338-VHVEG,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),90.37,6154.03,0,49-60,0
0339-VHVEG,Male,1,No,Yes,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),67.42,742.57,1,37-48,1
0340-VHVEG,Male,0,No,Yes,No,No,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),29.78,372.81,0,13-24,0
0341-VHVEG,Female,1,No,No,No,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),69.16,2393.38,0,13-24,0
0342-VHVEG,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),67.35,4217.34,1,25-36,0
0343-VHVEG,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,37.32,7827.63,0,0-12,0
0344-VHVEG,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),63.39,6571.8,0,37-48,0
0345-VHVEG,Male,1,Yes,Yes,No,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,59.85,6710.09,0,25-36,0
0346-VHVEG,Female,0,No,No,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,81.59,3886.89,1,25-36,0
0347-VHVEG,Female,1,Yes,No,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.51,3178.82,0,0-12,0
0348-VHVEG,Male,1,No,Yes,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),24.53,3402.24,1,0-12,1
0349-VHVEG,Female,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,57.46,8890.08,1,0-12,0
0350-VHVEG,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),82.59,456.97,1,61-72,1
0351-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,70.31,7816.58,0,0-12,1
0352-VHVEG,Female,1,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),105.65,5250.21,0,13-24,0
0353-VHVEG,Female,1,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),85.87,4003.68,0,0-12,0
0354-VHVEG,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.29,6554.79,1,13-24,0
0355-VHVEG,Female,1,Yes,No,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.06,4431.35,1,25-36,1
0356-VHVEG,Male,0,No,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),84.24,7873.47,0,0-12,1
0357-VHVEG,Female,0,Yes,Yes,No,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,22.65,8116.25,0,49-60,0
0358-VHVEG,Male,1,Yes,Yes,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,78.58,3853.32,1,25-36,0
0359-VHVEG,Male,1,No,No,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,114.02,2563.77,0,37-48,1
0360-VHVEG,Male,1,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.55,5371.92,1,49-60,1
0361-VHVEG,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.82,8220.03,1,13-24,0
0362-VHVEG,Male,1,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,84.33,1974.89,1,0-12,0
0363-VHVEG,Female,1,No,Yes,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,65.83,5644.4,1,49-60,1
0364-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),74.56,5720.89,0,61-72,1
0365-VHVEG,Male,1,No,No,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.15,6624.71,0,37-48,1
0366-VHVEG,Female,0,Yes,Yes,Yes,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),58.61,1270.95,1,61-72,1
0367-VHVEG,Male,1,Yes,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.12,6470.84,0,37-48,1
0368-VHVEG,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),110.54,8190.39,0,25-36,1
0369-VHVEG,Male,0,No,No,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Credit card (automatic),39.58,1699.18,0,61-72,1
0370-VHVEG,Female,1,No,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,26.94,2214.14,1,61-72,1
0371-VHVEG,Female,0,Yes,No,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),30.08,8745.42,0,37-48,1
0372-VHVEG,Female,0,Yes,No,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.82,1710.69,0,49-60,1
0373-VHVEG,Female,0,Yes,No,Yes,No,No,No,No internet service,Yes,No,No,Yes,Two year,No,Credit card (automatic),29.44,7704.03,1,61-72,0
0374-VHVEG,Female,0,No,Yes,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),88.3,4481.27,1,0-12,1
0375-VHVEG,Male,0,Yes,No,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,27.12,2300.36,0,13-24,1
0376-VHVEG,Male,1,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,51.9,7849.67,0,13-24,0
0377-VHVEG,Female,0,No,Yes,No,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,104.49,4063.22,0,49-60,1
0378-VHVEG,Male,1,Yes,No,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.33,4681.87,0,0-12,0
0379-VHVEG,Male,0,No,Yes,No,Yes,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),101.45,3297.18,1,37-48,0
0380-VHVEG,Female,0,Yes,Yes,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,One year,No,Electronic check,48.19,5377.26,1,49-60,1
0381-VHVEG,Female,1,No,No,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),31.82,1555.36,0,13-24,0
0382-VHVEG,Male,1,Yes,No,No,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),89.67,3580.63,1,13-24,0
0383-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),82.89,8727.77,1,13-24,1
0384-VHVEG,Male,1,No,No,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.75,2397.39,0,13-24,1
0385-VHVEG,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),93.51,5944.96,0,0-12,1
0386-VHVEG,Male,0,Yes,Yes,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,100.35,2994.19,1,61-72,1
0387-VHVEG,Male,1,No,No,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),48.2,6983.91,1,61-72,0
0388-VHVEG,Male,1,Yes,Yes,No,No phone service,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,37.74,1264.78,0,61-72,0
0389-VHVEG,Female,0,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),95.06,8731.41,0,61-72,0
0390-VHVEG,Female,1,Yes,Yes,No,No,DSL,No,No,No,Yes,No,No internet service,Two year,No,Electronic check,100.68,4138.73,0,13-24,0
0391-VHVEG,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),119.05,2200.85,1,25-36,1
0392-VHVEG,Female,0,No,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.26,754.12,0,0-12,1
0393-VHVEG,Male,0,No,Yes,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.2,1610.85,0,37-48,1
0394-VHVEG,Female,0,No,Yes,No,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),97.64,4725.99,1,13-24,0
0395-VHVEG,Male,1,No,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,54.08,3099.33,1,13-24,1
0396-VHVEG,Male,1,No,Yes,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),113.08,7477.06,1,13-24,0
0397-VHVEG,Male,1,No,Yes,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),105.84,3934.9,1,49-60,1
0398-VHVEG,Female,1,Yes,No,No,No,No,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,62.9,2313.56,1,49-60,0
0399-VHVEG,Female,0,No,Yes,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),95.09,5592.59,0,13-24,0
0400-VHVEG,Male,0,No,No,Yes,No phone service,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,95.45,6390.32,0,0-12,0
0401-VHVEG,Male,0,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,30.31,1586.67,1,49-60,0
0402-VHVEG,Male,0,No,Yes,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.26,1591.81,1,61-72,1
0403-VHVEG,Male,0,Yes,Yes,Yes,No phone service,No,No internet service,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),70.53,426.38,0,37-48,0
0404-VHVEG,Female,1,No,Yes,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),102.65,6653.98,0,25-36,1
0405-VHVEG,Female,0,Yes,No,No,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),52,6007.86,1,25-36,0
0406-VHVEG,Male,0,Yes,Yes,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),109.55,4324.21,0,49-60,0
0407-VHVEG,Male,1,Yes,Yes,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,58.92,7613.12,1,25-36,1
0408-VHVEG,Female,1,Yes,No,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,No,Mailed check,21.08,7270.46,1,25-36,0
0409-VHVEG,Female,0,Yes,No,Yes,No,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,110.54,5309.65,0,49-60,0
0410-VHVEG,Male,1,No,No,No,Yes,No,No,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),29.13,7827.61,1,61-72,0
0411-VHVEG,Female,0,No,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Credit card (automatic),51.93,1931.99,0,37-48,0
0412-VHVEG,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,115.01,1096.08,1,13-24,0
0413-VHVEG,Female,0,Yes,Yes,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Electronic check,115.06,2500.77,1,13-24,0
0414-VHVEG,Male,1,Yes,No,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),77.34,608.07,0,25-36,1
0415-VHVEG,Male,0,Yes,No,Yes,No phone service,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,83.18,4827.41,1,37-48,0
0416-VHVEG,Male,0,No,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),64.84,8435.79,0,61-72,0
0417-VHVEG,Male,1,No,Yes,No,No,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.32,450.16,1,49-60,0
0418-VHVEG,Male,0,No,Yes,No,Yes,DSL,Yes,No internet service,No,No,No,Yes,Two year,No,Bank transfer (automatic),52.87,1186.78,0,13-24,1
0419-VHVEG,Female,1,No,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),87.25,4124.57,1,49-60,0
0420-VHVEG,Male,0,No,Yes,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,95.24,8411.49,0,61-72,1
0421-VHVEG,Male,1,Yes,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,99.16,2913.79,0,37-48,0
0422-VHVEG,Female,1,Yes,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,98.96,4614.39,0,61-72,1
0423-VHVEG,Male,1,Yes,Yes,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,No,Electronic check,29.12,470,1,25-36,0
0424-VHVEG,Female,1,Yes,Yes,Yes,No phone service,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),69.44,1420.25,0,13-24,1
0425-VHVEG,Male,0,Yes,Yes,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.76,8881.01,1,25-36,0
0426-VHVEG,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),74.95,8689.56,1,25-36,0
0427-VHVEG,Female,1,Yes,Yes,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,64.15,143.97,0,61-72,0
0428-VHVEG,Male,1,Yes,No,No,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Electronic check,108.77,8571.12,1,25-36,0
0429-VHVEG,Female,0,No,Yes,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),55.09,5788.17,0,61-72,0
0430-VHVEG,Female,0,No,No,No,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,31.71,7824.47,1,37-48,0
0431-VHVEG,Male,1,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,34.3,4147.18,0,25-36,1
0432-VHVEG,Male,0,Yes,No,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,96.15,4688.8,0,61-72,0
0433-VHVEG,Male,1,No,No,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,81.82,4450.73,0,0-12,1
0434-VHVEG,Female,1,Yes,Yes,Yes,No phone service,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,30.11,6035.09,1,13-24,1
0435-VHVEG,Female,1,No,Yes,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Mailed check,28.41,1342.9,0,13-24,1
0436-VHVEG,Male,1,Yes,Yes,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,One year,Yes,Electronic check,90.1,366.76,1,0-12,1
0437-VHVEG,Male,0,Yes,No,No,No phone service,No,No,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),27.28,2840.58,0,25-36,0
0438-VHVEG,Female,0,Yes,No,No,No,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,102.19,6371.66,1,25-36,0
0439-VHVEG,Male,1,No,Yes,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),90.62,1896.5,1,37-48,1
0440-VHVEG,Female,1,Yes,No,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),28.13,6093.55,1,61-72,0
0441-VHVEG,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,28.48,8732.22,0,37-48,0
0442-VHVEG,Female,1,No,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),118.66,935.72,0,61-72,1
0443-VHVEG,Female,0,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),57.43,6086.16,1,61-72,0
0444-VHVEG,Female,1,Yes,Yes,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,57.06,4049.38,0,61-72,1
0445-VHVEG,Female,1,No,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,101.28,7826.47,0,13-24,1
0446-VHVEG,Female,1,No,No,No,No phone service,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),114.72,1676.63,1,0-12,0
0447-VHVEG,Female,0,No,No,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,118.6,6264.37,1,13-24,0
0448-VHVEG,Female,1,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,No,Credit card (automatic),95.34,7559.23,1,49-60,1
0449-VHVEG,Female,0,Yes,No,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,No,Mailed check,57.63,8507.07,1,37-48,1
0450-VHVEG,Female,0,No,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),28.35,6180.91,0,13-24,1
0451-VHVEG,Female,0,No,No,No,No phone service,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.71,4524.86,1,61-72,0
0452-VHVEG,Female,0,Yes,Yes,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),75.84,5598.84,1,37-48,0
0453-VHVEG,Male,0,No,No,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,62.42,7833.25,0,25-36,1
0454-VHVEG,Male,1,Yes,Yes,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),110.64,5178.43,1,61-72,0
0455-VHVEG,Male,1,No,Yes,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),31.12,370.44,0,13-24,1
0456-VHVEG,Female,1,No,No,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,69.26,8385.44,0,61-72,0
0457-VHVEG,Female,1,No,No,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Mailed check,21.14,6236.79,0,13-24,0
0458-VHVEG,Female,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,66.87,6120.97,1,25-36,1
0459-VHVEG,Female,1,No,Yes,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),25.63,2019.51,0,61-72,1
0460-VHVEG,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),31.88,5964.08,0,0-12,1
0461-VHVEG,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,31.75,3605.39,0,25-36,0
0462-VHVEG,Male,1,No,Yes,No,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.92,5895.97,1,49-60,1
0463-VHVEG,Male,1,Yes,No,No,Yes,DSL,No internet service,No,No,No,Yes,No,One year,No,Mailed check,94.6,1048.68,0,61-72,0
0464-VHVEG,Male,0,Yes,No,No,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,78.34,5954.82,1,13-24,0
0465-VHVEG,Female,0,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),116.22,8994.78,0,25-36,1
0466-VHVEG,Male,0,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,57.49,529.09,1,61-72,0
0467-VHVEG,Male,1,No,No,No,No,No,Yes,No,No internet service,No,Yes,Yes,One year,No,Mailed check,48.57,8796.85,0,13-24,0
0468-VHVEG,Female,1,No,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,106.86,3721.48,1,61-72,1
0469-VHVEG,Female,1,Yes,Yes,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No,Two year,No,Electronic check,42.36,7849.71,1,61-72,1
0470-VHVEG,Male,0,No,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),116.32,7063.23,1,37-48,1
0471-VHVEG,Male,1,No,Yes,No,Yes,No,No,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),21.22,5146.44,1,37-48,1
0472-VHVEG,Female,0,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),116.99,6672.2,1,13-24,1
0473-VHVEG,Male,0,No,No,No,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Mailed check,24.32,7918.79,1,61-72,0
0474-VHVEG,Male,1,No,No,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,109.11,3696.85,1,61-72,0
0475-VHVEG,Male,1,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Electronic check,72.77,3010.6,0,49-60,1
0476-VHVEG,Female,1,Yes,No,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,119.3,6041.58,0,13-24,0
0477-VHVEG,Female,1,Yes,No,No,No phone service,No,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),27.38,7289.83,1,13-24,0
0478-VHVEG,Female,0,Yes,No,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.39,6884.34,1,13-24,1
0479-VHVEG,Female,1,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,116.93,7200.54,0,49-60,1
0480-VHVEG,Female,1,Yes,Yes,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Electronic check,72.31,3976.69,0,0-12,0
0481-VHVEG,Male,1,Yes,No,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,82.94,7378.72,1,37-48,1
0482-VHVEG,Male,0,No,No,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),89.57,1169.86,1,13-24,1
0483-VHVEG,Male,0,Yes,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),65.45,4945.95,0,49-60,1
